Algorithm,Array Type,Array Size,Sort Order,Execution Time (ns)
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1650601
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8993
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8706
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1653569
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9171
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8573
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648011
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8873
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8657
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1652085
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9027
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8649
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1653344
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8995
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8679
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1662130
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9033
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,10558
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1662840
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,10434
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8809
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649729
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9225
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8760
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1655690
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9034
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8779
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1651604
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9165
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8771
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1658123
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9042
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8898
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648401
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9374
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8609
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1654316
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8989
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8802
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649365
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8927
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,9780
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1663011
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,16557
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,17047
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1647444
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8988
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8794
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1681003
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9002
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8412
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1657878
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8828
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8313
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1647318
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8700
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8447
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1694017
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9011
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8529
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649199
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8985
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8449
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1653754
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8709
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,9591
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649215
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,10343
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8420
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1652077
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8649
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8378
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1650452
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8717
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8499
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1653413
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8733
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8329
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648782
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8840
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8408
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1655551
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9100
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8552
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1654526
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9122
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8733
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648832
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8994
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8475
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648957
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9074
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,9716
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1650937
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9700
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8498
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1663718
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8947
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8638
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1651526
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8821
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8517
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1656174
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8970
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8617
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649934
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8678
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8687
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1656342
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9403
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8392
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649337
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9098
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8413
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1655809
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8871
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,9539
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1647697
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9371
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8405
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1654742
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8777
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8502
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649746
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8826
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8372
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1652726
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8878
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8265
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649289
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8828
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8419
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648771
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8943
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8274
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1648951
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8733
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8463
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1649126
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8693
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,9402
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1653573
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9848
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8425
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1647869
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8722
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8424
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1655020
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8861
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8304
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1654266
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8863
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8555
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1655856
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8833
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8599
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1650211
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,9012
BubbleSortUntilNoChange,Byte[],1000,ASCENDING,8528
BubbleSortPassPerItem,Byte[],1000,ASCENDING,1653718
BubbleSortWhileNeeded,Byte[],1000,ASCENDING,8821
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6165922
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4835085
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3891588
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6065865
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4856208
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3907469
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6107560
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4914797
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3879958
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6090519
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4831689
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3872481
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6021016
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4822779
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3871902
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6080647
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4825474
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3880736
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6110186
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4834576
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3878127
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6084226
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4840595
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3878082
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6084818
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4830678
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3912244
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6073589
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4830611
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3892980
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6084575
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4842918
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3906453
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6091764
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4818996
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3882648
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6122626
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4825045
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3891265
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6048988
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4804043
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3866673
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6073983
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4812003
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3865073
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6068978
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4815027
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3872669
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6050808
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4879603
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3863749
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6084872
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4818792
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3883721
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6072538
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4813050
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3865531
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6082895
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4845951
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3865190
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6068172
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4802258
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3874531
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6097542
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4806289
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3883874
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6078061
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4805037
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3865616
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6084352
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4804694
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3864096
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6042187
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4814111
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3866541
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6081651
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4831172
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3880067
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6055508
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4807549
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3864615
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6100532
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4802261
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3878125
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6081973
BubbleSortPassPerItem,Byte[],1000,DESCENDING,5306009
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3909794
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6101495
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4825347
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3865657
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6070773
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4802604
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3880819
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6151098
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4823683
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3876106
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6065847
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4810092
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3858394
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6083832
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4803581
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3921335
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6059933
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4802395
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3880660
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6423633
BubbleSortPassPerItem,Byte[],1000,DESCENDING,5000356
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3896151
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6567923
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4811013
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3905780
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6079750
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4807828
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3865331
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6123346
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4824917
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3902656
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6089365
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4814399
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3872636
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6061099
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4883146
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3867988
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6051541
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4845200
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3883226
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6073987
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4815928
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3866198
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6078614
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4802628
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3875340
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,6085258
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4807647
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3869333
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5981400
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4686852
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3782523
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5882840
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4619981
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3719727
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5904011
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4622238
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3794601
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5856201
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4623364
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3718559
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5835030
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4621780
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3719604
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5839900
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4632217
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3727464
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5848312
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4630372
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3742154
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5896360
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4621313
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3718497
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5833216
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4620831
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3717277
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5857669
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4622753
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3718075
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5839088
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4623109
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3717879
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5829664
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4696326
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3718036
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5823165
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4628668
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3718167
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5814188
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4641234
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3734213
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5836591
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4619863
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3717908
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5831885
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4633417
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3723707
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5837270
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4653199
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3726129
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5830229
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4636865
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3723002
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5841066
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4663152
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3728515
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5831179
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4625406
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3720743
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5812148
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4474199
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3591727
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5636546
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4459641
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3591833
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5625513
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4479698
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3586517
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5636257
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4462750
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3597777
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5623247
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4461519
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3585096
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5629270
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4520018
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3588355
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5636390
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4473514
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3585496
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5630412
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4465356
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3599607
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5664919
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4458487
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3600380
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5614159
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4455655
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3591026
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5748794
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4585499
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3734560
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5845792
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4656899
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3764536
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5862600
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4635915
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3721465
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5870561
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4627842
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3738335
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5903194
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4645522
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3739704
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5842187
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4691680
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3720123
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5832441
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4630074
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3722819
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5826526
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4615683
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3638562
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5644324
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4463050
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3584807
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5653307
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4644413
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3697639
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5838591
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4572375
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3652850
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5634814
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4474000
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3601047
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5629933
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4461311
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3584404
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5621014
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4469069
BubbleSortWhileNeeded,Byte[],1000,DESCENDING,3584828
BubbleSortUntilNoChange,Byte[],1000,DESCENDING,5646430
BubbleSortPassPerItem,Byte[],1000,DESCENDING,4457029
